UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Produtividade (Área Colhida);Qtde Produzida;Área Colhida;Área Plantada
RO;Porto Velho;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;64,701834862;14105;218;229
BA;Vitória da Conquista;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;51,397276265;132091;2570;2715
BA;Ilhéus-Itabuna;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;42,837750485;66270;1547;1547
BA;Porto Seguro;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;62,281434155;3138922;50399;50399
CE;Sobral;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;25,3125;405;16;16
CE;Ipu;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;24,209677419;4503;186;186
CE;Chorozinho;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;26,309523810;1105;42;42
CE;Sertão de Inhamuns;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;25,35;1014;40;40
CE;Baixo Jaguaribe;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;67,750357995;141937;2095;2095
CE;Iguatu;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;19,285714286;675;35;35
CE;Lavras da Mangabeira;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;17,8;1780;100;100
CE;Brejo Santo;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;28,5;399;14;14
PB;Sousa;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;24,342105263;1850;76;88
PB;Itaporanga;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;37,776119403;5062;134;134
PB;Cariri Ocidental;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;34;68;2;2
PE;Salgueiro;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;30;300;10;25
PE;Pajeú;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;21,688524590;13230;610;615
PE;Vale do Ipojuca;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;42,5;27200;640;640
PE;Garanhuns;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;26,296296296;7100;270;270
PI;Alto Médio Canindé;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;20;80;4;4
RN;Macaíba;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;70,291970803;625950;8905;8905
SE;Baixo Cotinguiba;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;45,684271436;868458;19010;19010
MA;Rosário;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;40,4375;647;16;16
MA;Baixada Maranhense;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;53,130434783;3666;69;69
MA;Alto Mearim e Grajaú;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;51,917647059;35304;680;680
MA;Baixo Parnaíba Maranhense;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;39,268041237;7618;194;194
MA;Chapadinha;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;28,744881890;18253;635;635
MA;Gerais de Balsas;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;21,521739130;495;23;23
PI;Bertolínia;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;36,666666667;220;6;6
AP;Macapá;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;34,545454545;4560;132;135
PA;Furos de Breves;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;20;60;3;3
PA;Paragominas;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;71,2;890000;12500;12500
AC;Sena Madureira;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;30,891891892;2286;74;74
AM;Parintins;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;48,212121212;3182;66;66
AM;Madeira;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;49,090909091;540;11;11
RO;Alvorada D'Oeste;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;68,142857143;954;14;14
RO;Cacoal;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;70,158422691;202828;2891;2944
TO;Gurupi;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;41,1;822;20;20
TO;Jalapão;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;43,149606299;5480;127;127
MG;Paracatu;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;83,573525124;4299440;51445;51445
MG;Pirapora;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;47,363057325;74360;1570;1570
MG;Montes Claros;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;40,372474747;319750;7920;7920
MG;Bocaiúva;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;33,399014778;135600;4060;4060
MG;Diamantina;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;51,989715190;65715;1264;1264
MG;Capelinha;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;37,335870599;78480;2102;2102
MG;Araçuaí;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;38,054474708;97800;2570;2570
MG;Almenara;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;46,071926999;85832;1863;1863
MG;Nanuque;Quantidade Produzida;Q1;2016;BRASIL;BRASIL;Cana-de-Açúcar;50,900492611;309984;6090;6090
