UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Produtividade (Área Colhida);Qtde Produzida;Área Colhida;Área Plantada
CE;Cascavel;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;44,8961039;69140;1540;1540
CE;Médio Jaguaribe;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;19;209;11;11
CE;Barro;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;33,83783784;1252;37;37
ES;Montanha;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;42,7161411;776195;18171;18171
ES;Colatina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;50,47619048;8480;168;168
ES;São Mateus;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;38,6637556;1199775;31031;31031
ES;Linhares;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60,08098617;838310;13953;13953
ES;Guarapari;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;35,3442623;10780;305;305
ES;Itapemirim;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;35,78947368;340000;9500;9500
ES;Alegre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,53333333;2440;75;75
ES;Barra de São Francisco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;53,33333333;2400;45;45
ES;Nova Venécia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;41,02893891;63800;1555;1555
ES;Santa Teresa;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45,03423968;44719;993;993
ES;Afonso Cláudio;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;36,41052632;3459;95;95
ES;Cachoeiro de Itapemirim;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;39,24726477;17936;457;457
ES;Vitória;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,35820896;12515;335;335
GO+DF;Vale do Rio dos Bois;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;83,15659154;8194500;98543;98543
GO+DF;Meia Ponte;Quantidade Produzida;Q3;2015;BRASIL;BRASIL;Cana-de-Açúcar;81,63305719;18427030;225730;225730
GO+DF;Rio Vermelho;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;70;350;5;5
GO+DF;Aragarças;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60,79914631;256390;4217;4217
GO+DF;Anápolis;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;82,3066071;1400200;17012;17012
GO+DF;Iporá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60;50940;849;849
GO+DF;Vão do Paranã;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;35,47117517;63990;1804;1804
GO+DF;São Miguel do Araguaia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45;675;15;15
GO+DF;Porangatu;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,92275281;511980;8544;8544
GO+DF;Goiânia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;82,59036145;34275;415;415
GO+DF;Catalão;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;96,40032737;824512;8553;8553
GO+DF;Brasília;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;87;39672;456;456
GO+DF;Ceres;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,61330492;7002324;105119;105119
GO+DF;Sudoeste de Goiás;Quantidade Produzida;Q3;2015;BRASIL;BRASIL;Cana-de-Açúcar;71,77431116;16241450;226285;226285
GO+DF;Quirinópolis;Quantidade Produzida;Q3;2015;BRASIL;BRASIL;Cana-de-Açúcar;82,26603036;14428310;175386;175386
GO+DF;Chapada dos Veadeiros;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;36,40069686;20894;574;574
GO+DF;Anicuns;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;70,56100276;1331345;18868;18868
GO+DF;Entorno de Brasília;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;85,95363596;3277670;38133;38133
MA;Rosário;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,16666667;446;12;12
MA;Baixada Maranhense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;38,81081081;2872;74;74
MA;Alto Mearim e Grajaú;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;80,83977273;71139;880;880
MA;Baixo Parnaíba Maranhense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;38,95918367;9545;245;245
MA;Chapadinha;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;28,296;21222;750;750
MA;Gerais de Balsas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;22,08695652;508;23;23
MA;Gurupi;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;34,28571429;240;7;7
MA;Codó;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;58,49472203;83121;1421;1421
MA;Coelho Neto;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;65,75873544;988025;15025;15025
MA;Caxias;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,2943154;194011;3272;3272
MA;Chapadas do Alto Itapecuru;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;36,98277842;32212;871;871
MA;Chapadas das Mangabeiras;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;71,17042213;1222352;17175;17175
MA;Litoral Ocidental Maranhense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40,67948718;3173;78;78
MA;Aglomeração Urbana de São Luís;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;25;50;2;2
MA;Itapecuru Mirim;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;22;616;28;28
MA;Presidente Dutra;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45,41666667;3815;84;84
MA;Porto Franco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;63,77387092;408089;6399;6399
MA;Pindaré;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;41;697;17;17
MA;Imperatriz;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;70,39852009;66597;946;946
MA;Médio Mearim;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40,98670213;15411;376;376
MG;Salinas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;52,41035857;420960;8032;8142
MG;Teófilo Otoni;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;61,59501558;197720;3210;3210
MG;Lavras;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;80;26720;334;334
MG;Cataguases;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,9037123;57671;862;862
MG;Uberlândia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;82,83069291;5176090;62490;62490
MG;Ituiutaba;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;65,39954779;5929450;90665;96665
MG;Frutal;Quantidade Produzida;Q3;2015;BRASIL;BRASIL;Cana-de-Açúcar;79,51770842;17166760;215886;216636
MG;Sete Lagoas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,78955078;136785;2048;2048
MG;Belo Horizonte;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;61,03225807;37840;620;620
MG;Governador Valadares;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,91906005;124320;1915;1915
MG;Aimorés;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,63428571;19822;350;350
MG;Oliveira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,12033779;84010;1421;1421
MG;Passos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;78,10285527;1430610;18317;18317
MG;São Sebastião do Paraíso;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;81,80532615;1852318;22643;22643
MG;Pouso Alegre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,29411765;4615;85;85
MG;Janaúba;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;115,1236855;1149510;9985;9995
MG;Grão Mogol;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,5625;23966;736;736
MG;Araxá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;80,01288005;4721240;59006;59006
MG;Curvelo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;67,58551308;134360;1988;1988
MG;Mantena;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,80952381;33672;504;504
MG;Divinópolis;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;57,13642214;88790;1554;1554
MG;Formiga;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;61,14045618;611160;9996;9996
MG;Guanhães;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,65792474;226820;3508;3508
MG;Ipatinga;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;62,15167549;35240;567;567
MG;Itaguara;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,31034483;65360;1102;1102
MG;Ouro Preto;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60,32967033;43920;728;728
MG;Piuí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;55,59594762;985049;17718;17718
MG;Poços de Caldas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,63149768;115864;1943;1943
MG;Unaí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;87,73210489;495160;5644;5644
MG;Januária;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;34,19205819;173935;5087;5087
MG;Pedra Azul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,38297872;30440;940;940
MG;Patos de Minas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;83,84413146;89294;1065;1065
MG;Três Marias;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;69,9268825;1153374;16494;16494
MG;Bom Despacho;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;69,22791465;1803941;26058;26113
MG;Pará de Minas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,13053613;28370;429;429
MG;Itabira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60,55281135;115232;1903;1903
MG;Peçanha;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;61,71428571;138240;2240;2240
MG;Caratinga;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;49,43548387;113405;2294;2294
MG;Andrelândia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,54439592;44342;687;687
MG;São João Del Rei;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;63,46197503;55910;881;881
MG;Barbacena;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;49,95731057;46810;937;937
MG;Ponte Nova;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;67,81573034;784628;11570;11570
MG;Manhuaçu;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;47,33333333;8520;180;180
MG;Muriaé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;58,34160463;70535;1209;1209
MG;Juiz de Fora;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,46300914;65519;1203;1229
MG;São Lourenço;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,65886288;16343;299;299
MG;Itajubá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;59,62962963;25760;432;432
MG;Paracatu;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;84,39135715;4308010;51048;51048
MG;Pirapora;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;48,88968998;67810;1387;1387
MG;Montes Claros;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;31,768138;250460;7884;7884
MG;Bocaiúva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;33,40740741;135300;4050;4050
MG;Diamantina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;43,72781065;51730;1183;1183
MG;Capelinha;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;34,82261641;78525;2255;2255
MG;Araçuaí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45,19319227;98250;2174;2174
MG;Almenara;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;42,36766334;76516;1806;1806
MG;Nanuque;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;62,26738448;693970;11145;11145
MG;Patrocínio;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;76,39735099;80752;1057;1057
MG;Conceição do Mato Dentro;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;51,7881137;100210;1935;1935
MG;Conselheiro Lafaiete;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,56697819;42736;642;642
MG;Campo Belo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;48,35743802;46810;968;968
MG;Varginha;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,43478261;22230;345;345
MG;Viçosa;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;62,54873294;128350;2052;2052
MG;Ubá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;65,86565945;161305;2449;2449
MG;Alfenas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;79,09116242;397354;5024;5024
MG;Santa Rita do Sapucaí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,94163424;33380;514;514
MG;Uberaba;Quantidade Produzida;Q3;2015;BRASIL;BRASIL;Cana-de-Açúcar;82,37726127;16083666;195244;195244
MS;Cassilândia;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;77,8757926;6447882;82797;82797
MS;Baixo Pantanal;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40;1600;40;40
MS;Aquidauana;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56;4200;75;75
MS;Paranaíba;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,75323609;1797602;31674;31674
MS;Alto Taquari;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;76,32364461;1110738;14553;14553
MS;Três Lagoas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,80127873;317135;5787;5787
MS;Bodoquena;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;64,83333333;19450;300;300
MS;Nova Andradina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;83,01146414;2693639;32449;32449
MS;Iguatemi;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;90,14381189;8457022;93817;94266
MS;Dourados;Quantidade Produzida;Q4;2015;BRASIL;BRASIL;Cana-de-Açúcar;81,99280665;22318114;272196;272196
MS;Campo Grande;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;63,25204815;756621;11962;11962
MT;Alto Guaporé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40;1400;35;35
MT;Cuiabá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;24,86677769;29865;1201;1270
MT;Alto Pantanal;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;77,83581202;654210;8405;8645
MT;Primavera do Leste;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40;1000;25;25
MT;Rondonópolis;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,32368792;1366069;20597;20597
MT;Arinos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;52,9697741;332968;6286;6286
MT;Jauru;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;79,75;1520035;19060;19060
MT;Aripuanã;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;48,8;61000;1250;1250
MT;Tangará da Serra;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;67,32663131;8364728;124241;124241
MT;Canarana;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;21,60449438;9614;445;445
MT;Médio Araguaia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;25;1875;75;75
MT;Alto Teles Pires;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;41,53846154;540;13;165
MT;Rosário Oeste;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;50,86931818;17906;352;550
MT;Alto Araguaia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;73,98527674;4070300;55015;55015
MT;Alta Floresta;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;23,88235294;2030;85;85
MT;Parecis;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;70,78448149;3375358;47685;49035
MT;Alto Paraguai;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;66,48195876;257950;3880;3880
MT;Paranatinga;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;23,125;1110;48;48
MT;Tesouro;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;25,56722689;6085;238;238
MT;Colíder;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;26,66666667;1600;60;60
MT;Sinop;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;16,66666667;1250;75;75
MT;Norte Araguaia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20;400;20;20
PA;Furos de Breves;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20;40;2;2
PA;Paragominas;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;71,2;890000;12500;12500
PA;Óbidos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,79166667;2361;72;72
PA;Bragantina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20;100;5;5
PA;Cametá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;30,90909091;3400;110;110
PA;Conceição do Araguaia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40,55555556;7300;180;180
PA;Santarém;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;27,40909091;3015;110;110
PA;Belém;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40;800;20;20
PA;Altamira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;57,27272727;2520;44;44
PA;Itaituba;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,94520548;2770;73;73
PA;São Félix do Xingu;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;40;2000;50;50
PA;Redenção;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;29,56296296;3991;135;135
PB;Sousa;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,90322581;2040;62;97
PB;Itaporanga;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;39,58677686;4790;121;121
PB;Itabaiana;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;55;13200;240;240
PB;Litoral Norte;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,25675676;1927200;35520;35520
PB;Sapé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,66151343;1740925;30725;30725
PB;Cajazeiras;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,33333333;2425;75;95
PB;João Pessoa;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;55;1122000;20400;20400
PB;Litoral Sul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;62;1751500;28250;28250
PB;Curimataú Oriental;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45;900;20;20
PB;Brejo Paraibano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45,78590786;168950;3690;3690
PB;Piancó;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;33,18181818;730;22;22
PB;Serra do Teixeira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;34,36363636;756;22;22
PB;Guarabira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;49,05305822;66565;1357;1357
PE;Salgueiro;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;15;375;25;25
PE;Pajeú;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;21,52283105;9427;438;444
PE;Vale do Ipojuca;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;45,64541213;29350;643;643
PE;Garanhuns;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;26,2962963;7100;270;270
PE;Suape;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;50,96774194;790000;15500;16000
PE;Araripina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;15;270;18;25
PE;Petrolina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;33,81818182;7440;220;380
PE;Recife;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;48,75;1365000;28000;28000
PE;Vitória de Santo Antão;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;50,25448431;672405;13380;14380
PE;Mata Meridional Pernambucana;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;49,48188849;6110271;123485;127172
PE;Itamaracá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;54,20765027;496000;9150;9150
PE;Médio Capibaribe;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,41909814;85080;1508;1528
PE;Brejo Pernambucano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;44,75065617;852500;19050;19350
PE;Mata Setentrional Pernambucana;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,64621677;5540000;97800;98100
PI;Alto Médio Canindé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20;180;9;9
PI;Bertolínia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;34,54545455;380;11;11
PI;Campo Maior;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,65917603;17440;534;534
PI;Médio Parnaíba Piauiense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;32,93656716;8827;268;268
PI;São Raimundo Nonato;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,08333333;445;12;12
PI;Chapadas do Extremo Sul Piauiense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;35;350;10;10
PI;Picos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20,99421965;3632;173;173
PI;Teresina;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;63,54240907;773883;12179;12179
PI;Floriano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,72727273;415;11;11
PI;Valença do Piauí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;16,92780749;6331;374;374
PI;Baixo Parnaíba Piauiense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;20,19230769;16800;832;832
PI;Litoral Piauiense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;41,66666667;2000;48;48
PI;Alto Parnaíba Piauiense;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;50,45454546;6660;132;132
PI;Alto Médio Gurguéia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;56,06060606;24050;429;429
PR;Assaí;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;84,27027027;261912;3108;3108
PR;Jaguariaíva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;60,8;1520;25;25
PR;Apucarana;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;91,54824399;247638;2705;2705
PR;Guarapuava;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;37,33486239;8139;218;218
PR;Porecatu;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;76,6271099;1634303;21328;21328
PR;Telêmaco Borba;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;83,33333333;25000;300;300
